#sample_accession	run_accession	paired	Tissue	Sub_Tissue	Origin	Age_Days	Source
SRS3493363	SRR7461346	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493364	SRR7461345	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493361	SRR7461344	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493359	SRR7461343	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493362	SRR7461342	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493360	SRR7461341	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493358	SRR7461340	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493354	SRR7461339	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493357	SRR7461338	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493356	SRR7461337	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493352	SRR7461336	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493353	SRR7461334	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493350	SRR7461333	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493351	SRR7461332	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493349	SRR7461331	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493348	SRR7461329	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493345	SRR7461328	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493346	SRR7461327	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493341	SRR7461326	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493344	SRR7461325	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493342	SRR7461324	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493340	SRR7461323	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493343	SRR7461322	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493339	SRR7461321	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493336	SRR7461319	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493337	SRR7461318	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493334	SRR7461317	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493332	SRR7461316	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493333	SRR7461315	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493331	SRR7461313	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493330	SRR7461312	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493327	SRR7461311	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493328	SRR7461310	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493326	SRR7461309	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493323	SRR7461308	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493324	SRR7461306	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493321	SRR7461305	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493320	SRR7461304	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493322	SRR7461303	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493319	SRR7461302	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493318	SRR7461301	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493317	SRR7461300	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493315	SRR7461298	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493316	SRR7461297	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493313	SRR7461296	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493312	SRR7461295	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493311	SRR7461294	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493310	SRR7461293	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493307	SRR7461292	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493308	SRR7461291	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493309	SRR7461290	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493304	SRR7461289	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493306	SRR7461288	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493305	SRR7461287	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493302	SRR7461285	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493300	SRR7461284	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493301	SRR7461283	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493299	SRR7461282	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493298	SRR7461281	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493297	SRR7461280	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493295	SRR7461278	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493294	SRR7461277	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493291	SRR7461276	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493293	SRR7461275	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493292	SRR7461274	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493366	SRR7461273	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493287	SRR7461272	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493289	SRR7461271	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493290	SRR7461270	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493288	SRR7461269	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493286	SRR7461268	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493285	SRR7461267	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493284	SRR7461266	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493280	SRR7461265	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493283	SRR7461264	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493282	SRR7461262	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493278	SRR7461260	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493277	SRR7461259	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493276	SRR7461258	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493274	SRR7461257	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493271	SRR7461255	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493273	SRR7461254	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493275	SRR7461253	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493266	SRR7461252	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493264	SRR7461251	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493267	SRR7461250	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493269	SRR7461249	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493268	SRR7461248	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493265	SRR7461247	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493263	SRR7461246	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493260	SRR7461245	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493262	SRR7461244	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493259	SRR7461242	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493258	SRR7461241	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493257	SRR7461240	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493256	SRR7461239	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493255	SRR7461238	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493254	SRR7461237	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493253	SRR7461236	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493252	SRR7461235	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493251	SRR7461234	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493248	SRR7461232	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493250	SRR7461231	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493246	SRR7461230	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493247	SRR7461229	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493245	SRR7461228	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493240	SRR7461227	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493243	SRR7461226	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493244	SRR7461225	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493242	SRR7461224	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493241	SRR7461223	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493338	SRR7461222	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493237	SRR7461220	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493238	SRR7461219	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493236	SRR7461218	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493234	SRR7461217	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493235	SRR7461216	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493232	SRR7461214	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493231	SRR7461213	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493230	SRR7461212	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493228	SRR7461211	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493227	SRR7461210	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493229	SRR7461209	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493226	SRR7461208	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493225	SRR7461207	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493224	SRR7461206	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493223	SRR7461205	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493220	SRR7461204	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493221	SRR7461202	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493218	SRR7461201	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493217	SRR7461200	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493219	SRR7461199	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493215	SRR7461196	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493213	SRR7461195	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493211	SRR7461194	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493212	SRR7461193	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493210	SRR7461192	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493209	SRR7461191	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493208	SRR7461190	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493207	SRR7461189	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493206	SRR7461188	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493205	SRR7461187	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493204	SRR7461186	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493203	SRR7461185	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493201	SRR7461184	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493202	SRR7461183	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493200	SRR7461182	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493199	SRR7461181	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493198	SRR7461180	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493197	SRR7461179	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493196	SRR7461178	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493194	SRR7461177	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493195	SRR7461176	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493193	SRR7461175	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493192	SRR7461174	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493191	SRR7461173	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493189	SRR7461172	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493190	SRR7461171	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493188	SRR7461170	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493187	SRR7461169	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493186	SRR7461168	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493183	SRR7461167	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493185	SRR7461166	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493184	SRR7461165	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493182	SRR7461164	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493177	SRR7461162	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493179	SRR7461161	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493178	SRR7461160	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493176	SRR7461159	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493175	SRR7461158	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493173	SRR7461157	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493174	SRR7461156	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493270	SRR7461154	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493170	SRR7461153	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493171	SRR7461152	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493169	SRR7461151	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493168	SRR7461150	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493167	SRR7461149	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493165	SRR7461147	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493163	SRR7461145	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493162	SRR7461144	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493160	SRR7461143	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493161	SRR7461142	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493158	SRR7461141	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493159	SRR7461140	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493157	SRR7461139	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493154	SRR7461138	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493156	SRR7461137	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493155	SRR7461136	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493152	SRR7461135	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493151	SRR7461134	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493149	SRR7461132	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493146	SRR7461131	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493148	SRR7461130	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493147	SRR7461129	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493145	SRR7461128	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493143	SRR7461127	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493142	SRR7461126	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493144	SRR7461125	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493140	SRR7461123	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493139	SRR7461122	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493138	SRR7461121	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493137	SRR7461120	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493136	SRR7461119	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493135	SRR7461118	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493134	SRR7461117	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493132	SRR7461115	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493131	SRR7461114	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493130	SRR7461113	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493129	SRR7461112	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493128	SRR7461111	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493127	SRR7461110	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493126	SRR7461108	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493124	SRR7461107	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493123	SRR7461106	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493122	SRR7461105	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493121	SRR7461104	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493120	SRR7461103	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493119	SRR7461102	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493118	SRR7461101	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493117	SRR7461100	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493116	SRR7461099	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493115	SRR7461098	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493114	SRR7461097	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493112	SRR7461096	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493113	SRR7461095	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493108	SRR7461093	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493109	SRR7461091	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493107	SRR7461090	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
